name,current_age,position,type,expiration_status,cap_hit_percentage_at_signing,signing_date
Brad Marchand,33,LW,STANDARD CONTRACT,RFA,3.89,"September 14, 2011"
Brad Marchand,33,LW,STANDARD CONTRACT (EXTENSION),UFA,7.50,"September  7, 2012"
Charlie Coyle,29,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,6.44,"November 27, 2019"
Charlie Coyle,29,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.40,"March  1, 2012"
Charlie Coyle,29,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,4.64,"October 23, 2014"
Taylor Hall,29,LW,STANDARD CONTRACT,UFA,9.82,"October 11, 2020"
Taylor Hall,29,LW,ENTRY-LEVEL CONTRACT,RFA,1.52,"July  5, 2010"
Taylor Hall,29,LW,STANDARD CONTRACT (EXTENSION),UFA,10.00,"August 22, 2012"
Jake DeBrusk,24,LW,STANDARD CONTRACT,RFA,4.51,"November 23, 2020"
Jake DeBrusk,24,LW,ENTRY-LEVEL CONTRACT,RFA,1.30,"November 12, 2015"
Craig Smith,31,"RW, C",STANDARD CONTRACT,UFA,3.80,"October 10, 2020"
Craig Smith,31,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.11,"July 26, 2011"
Craig Smith,31,"RW, C",STANDARD CONTRACT (EXTENSION),RFA,3.33,"September 14, 2012"
Craig Smith,31,"RW, C",STANDARD CONTRACT,UFA,5.95,"July 20, 2015"
Ondrej Kase,25,RW,STANDARD CONTRACT,RFA,3.27,"August 15, 2018"
Ondrej Kase,25,RW,ENTRY-LEVEL CONTRACT,RFA,0.97,"May 16, 2015"
Nick Ritchie,25,LW,STANDARD CONTRACT,RFA,2.06,"October 18, 2018"
Nick Ritchie,25,LW,ENTRY-LEVEL CONTRACT,RFA,1.34,"August  2, 2014"
Chris Wagner,30,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,1.66,"November 27, 2019"
Chris Wagner,30,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.40,"April  3, 2012"
Chris Wagner,30,"RW, C",STANDARD CONTRACT,UFA (Group 6),0.84,"July 16, 2015"
Chris Wagner,30,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,0.89,"April  1, 2016"
Chris Wagner,30,"RW, C",STANDARD CONTRACT,UFA,1.57,"July  1, 2018"
Sean Kuraly,28,"C, LW",STANDARD CONTRACT,UFA,1.60,"July  3, 2018"
Sean Kuraly,28,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.13,"March 29, 2016"
Trent Frederic,23,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.23,"March 13, 2018"
Oskar Steen,23,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.02,"May  3, 2019"
Curtis Lazar,26,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,0.98,"September 24, 2020"
Curtis Lazar,26,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.44,"September 17, 2013"
Curtis Lazar,26,"C, RW",STANDARD CONTRACT,UFA (No QO),1.27,"July 14, 2017"
Curtis Lazar,26,"C, RW",STANDARD CONTRACT,RFA,0.86,"July  1, 2019"
Cameron Hughes,24,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.06,"March 10, 2018"
Jack Studnicka,22,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.11,"September 26, 2017"
Karson Kuhlman,25,"RW, C",STANDARD CONTRACT,RFA,0.89,"October 20, 2020"
Karson Kuhlman,25,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.00,"April 10, 2018"
Zach Senyshyn,24,RW,STANDARD CONTRACT,RFA,0.86,"October 21, 2020"
Zach Senyshyn,24,RW,ENTRY-LEVEL CONTRACT,RFA,1.30,"November 12, 2015"
Greg McKegg,28,"C, LW",STANDARD CONTRACT,UFA,0.86,"October 14, 2020"
Greg McKegg,28,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.16,"April  6, 2011"
Greg McKegg,28,"C, LW",STANDARD CONTRACT,UFA (No QO),0.98,"July  8, 2015"
Greg McKegg,28,"C, LW",STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.96,"June 28, 2016"
Greg McKegg,28,"C, LW",STANDARD CONTRACT,RFA,0.87,"July  1, 2017"
Greg McKegg,28,"C, LW",STANDARD CONTRACT,UFA,0.90,"July 11, 2018"
Greg McKegg,28,"C, LW",STANDARD CONTRACT,UFA,0.92,"July  1, 2019"
Anton Blidh,26,LW,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.88,"May  1, 2019"
Anton Blidh,26,LW,ENTRY-LEVEL CONTRACT,RFA,1.14,"May 28, 2015"
Anton Blidh,26,LW,STANDARD CONTRACT,RFA,0.82,"July  2, 2018"
Charlie McAvoy,23,RD,STANDARD CONTRACT,RFA,6.01,"September 15, 2019"
Charlie McAvoy,23,RD,ENTRY-LEVEL CONTRACT,10.2(c),1.26,"April 10, 2017"
Matt Grzelcyk,27,LD,STANDARD CONTRACT,UFA,4.52,"October 17, 2020"
Matt Grzelcyk,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.20,"April  1, 2016"
Matt Grzelcyk,27,LD,STANDARD CONTRACT (EXTENSION),RFA,1.87,"June 15, 2018"
Brandon Carlo,24,RD,STANDARD CONTRACT,RFA,3.50,"September 17, 2019"
Brandon Carlo,24,RD,ENTRY-LEVEL CONTRACT,RFA,1.15,"September 25, 2015"
Mike Reilly,27,LD,STANDARD CONTRACT (EXTENSION),UFA,1.84,"June 26, 2019"
Mike Reilly,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"July  1, 2015"
Mike Reilly,27,LD,STANDARD CONTRACT,RFA,0.97,"July  2, 2017"
Kevan Miller,33,RD,STANDARD CONTRACT,UFA,1.53,"October  9, 2020"
Kevan Miller,33,RD,ENTRY-LEVEL CONTRACT,RFA,0.90,"October 21, 2011"
Kevan Miller,33,RD,STANDARD CONTRACT,RFA,0.86,"July 18, 2013"
Kevan Miller,33,RD,STANDARD CONTRACT (EXTENSION),UFA,1.24,"January 22, 2014"
Kevan Miller,33,RD,STANDARD CONTRACT (EXTENSION),UFA,3.50,"May 24, 2016"
Connor Clifton,26,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,1.23,"July  1, 2019"
Connor Clifton,26,LD/RD,ENTRY-LEVEL CONTRACT,RFA,0.97,"May  3, 2018"
Jack Ahcan,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 26, 2020"
Urho Vaakanainen,22,LD,ENTRY-LEVEL CONTRACT,RFA,1.23,"June 13, 2018"
Jérémy Lauzon,24,LD/RD,STANDARD CONTRACT (EXTENSION),RFA,1.04,"February 14, 2020"
Jérémy Lauzon,24,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.12,"November 12, 2015"
Steven Kampfer,32,RD,STANDARD CONTRACT (EXTENSION),UFA,0.98,"June 24, 2019"
Steven Kampfer,32,RD,ENTRY-LEVEL CONTRACT,RFA,1.12,"March 31, 2010"
Steven Kampfer,32,RD,STANDARD CONTRACT (EXTENSION),RFA,0.86,"June 28, 2013"
Steven Kampfer,32,RD,STANDARD CONTRACT,RFA,0.80,"July  1, 2014"
Steven Kampfer,32,RD,STANDARD CONTRACT (EXTENSION),UFA,0.89,"March 14, 2015"
Steven Kampfer,32,RD,STANDARD CONTRACT (EXTENSION),UFA,0.89,"April 12, 2017"
Nick Wolff,24,LD,ENTRY-LEVEL CONTRACT,RFA,0.97,"March 17, 2020"
Jakub Zboril,24,LD,STANDARD CONTRACT,RFA,0.89,"October 14, 2020"
Jakub Zboril,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"July 15, 2015"
Jarred Tinordi,29,LD,STANDARD CONTRACT (EXTENSION),UFA,0.88,"May 29, 2019"
Jarred Tinordi,29,LD,ENTRY-LEVEL CONTRACT,RFA,1.40,"November  2, 2011"
Jarred Tinordi,29,LD,STANDARD CONTRACT,UFA (No QO),1.19,"July 16, 2015"
Jarred Tinordi,29,LD,STANDARD CONTRACT,UFA (Group 6),0.96,"July  1, 2016"
Jarred Tinordi,29,LD,STANDARD CONTRACT,UFA (Group 6),0.87,"July  1, 2017"
Jarred Tinordi,29,LD,STANDARD CONTRACT,UFA,0.82,"July  1, 2018"
Tuukka Rask,34,G,STANDARD CONTRACT,UFA,10.89,"July 10, 2013"
Tuukka Rask,34,G,ENTRY-LEVEL CONTRACT,RFA,1.32,"May  5, 2011"
Tuukka Rask,34,G,STANDARD CONTRACT (EXTENSION),RFA,2.20,"November  9, 2009"
Tuukka Rask,34,G,STANDARD CONTRACT (EXTENSION),RFA,5.83,"June 28, 2012"
Jaroslav Halák,36,G,35+ CONTRACT (EXTENSION),UFA,2.76,"May  1, 2020"
Jaroslav Halák,36,G,ENTRY-LEVEL CONTRACT,RFA,1.26,"August 11, 2005"
Jaroslav Halák,36,G,STANDARD CONTRACT,RFA,1.37,"July  8, 2008"
Jaroslav Halák,36,G,STANDARD CONTRACT,UFA,6.31,"July  6, 2010"
Jaroslav Halák,36,G,STANDARD CONTRACT (EXTENSION),UFA,7.00,"May 26, 2014"
Jaroslav Halák,36,G,STANDARD CONTRACT,UFA,3.46,"July  1, 2018"
Jeremy Swayman,22,G,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 18, 2020"
Daniel Vladar,23,G,STANDARD CONTRACT (EXTENSION),RFA,0.92,"August 23, 2020"
Daniel Vladar,23,G,ENTRY-LEVEL CONTRACT,RFA,1.04,"April 26, 2016"
Callum Booth,24,G,STANDARD CONTRACT,RFA,0.86,"October 14, 2020"
Callum Booth,24,G,ENTRY-LEVEL CONTRACT,UFA (No QO),1.02,"March 16, 2017"
Jeff Skinner,29,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,11.32,"June  7, 2019"
Jeff Skinner,29,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.52,"September 21, 2010"
Jeff Skinner,29,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,9.54,"August  8, 2012"
Kyle Okposo,33,RW,STANDARD CONTRACT,UFA,8.22,"July  1, 2016"
Kyle Okposo,33,RW,ENTRY-LEVEL CONTRACT,RFA,1.69,"December 20, 2007"
Kyle Okposo,33,RW,STANDARD CONTRACT (EXTENSION),UFA,4.71,"May 26, 2011"
Sam Reinhart,25,"C, RW",STANDARD CONTRACT,RFA,6.38,"October 25, 2020"
Sam Reinhart,25,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.34,"July 12, 2014"
Sam Reinhart,25,"C, RW",STANDARD CONTRACT,RFA,4.59,"September 19, 2018"
Victor Olofsson,25,"LW, RW",STANDARD CONTRACT,RFA,3.74,"October 29, 2020"
Victor Olofsson,25,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.02,"April 24, 2018"
Cody Eakin,30,C,STANDARD CONTRACT,UFA,2.76,"October 10, 2020"
Cody Eakin,30,C,ENTRY-LEVEL CONTRACT,RFA,1.09,"October 20, 2009"
Cody Eakin,30,C,STANDARD CONTRACT,RFA,2.75,"September 29, 2014"
Cody Eakin,30,C,STANDARD CONTRACT (EXTENSION),UFA,5.39,"August 28, 2015"
Anders Bjork,24,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,1.96,"July 29, 2020"
Anders Bjork,24,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.27,"May 30, 2017"
Tage Thompson,23,"RW, C",STANDARD CONTRACT (EXTENSION),RFA,1.72,"October  5, 2020"
Tage Thompson,23,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.27,"March  7, 2017"
Dylan Cozens,20,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.10,"July 15, 2019"
Casey Mittelstadt,22,C,STANDARD CONTRACT,RFA,1.07,"December 23, 2020"
Casey Mittelstadt,22,C,ENTRY-LEVEL CONTRACT,10.2(c),1.23,"March 26, 2018"
Rasmus Asplund,23,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.13,"May 23, 2018"
Tobias Rieder,28,"RW, LW",STANDARD CONTRACT,UFA,0.86,"October  9, 2020"
Tobias Rieder,28,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.33,"April 23, 2013"
Tobias Rieder,28,"RW, LW",STANDARD CONTRACT,UFA (No QO),3.05,"October  3, 2016"
Tobias Rieder,28,"RW, LW",STANDARD CONTRACT,UFA (No QO),2.52,"July  1, 2018"
Tobias Rieder,28,"RW, LW",STANDARD CONTRACT,UFA,0.86,"September 29, 2019"
Drake Caggiula,26,"LW, RW",STANDARD CONTRACT,UFA,0.86,"December 21, 2020"
Drake Caggiula,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.30,"May  7, 2016"
Drake Caggiula,26,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA (No QO),2.00,"June 14, 2018"
Riley Sheahan,29,"LW, C",STANDARD CONTRACT,UFA,0.86,"January  8, 2021"
Riley Sheahan,29,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.22,"April  5, 2012"
Riley Sheahan,29,"LW, C",STANDARD CONTRACT,RFA,1.38,"July  1, 2014"
Riley Sheahan,29,"LW, C",STANDARD CONTRACT (EXTENSION),UFA (No QO),2.91,"June 15, 2016"
Riley Sheahan,29,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,2.64,"June 27, 2018"
Riley Sheahan,29,"LW, C",STANDARD CONTRACT,UFA,1.10,"September  5, 2019"
Rasmus Ristolainen,26,RD,STANDARD CONTRACT,UFA,7.40,"October 11, 2016"
Rasmus Ristolainen,26,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"July 12, 2013"
Colin Miller,28,RD,STANDARD CONTRACT,UFA,4.87,"July  7, 2018"
Colin Miller,28,RD,ENTRY-LEVEL CONTRACT,RFA,0.94,"July 29, 2013"
Colin Miller,28,RD,STANDARD CONTRACT,RFA,1.37,"July 13, 2016"
Rasmus Dahlin,21,LD,ENTRY-LEVEL CONTRACT,RFA,1.16,"July  9, 2018"
Henri Jokiharju,21,RD,ENTRY-LEVEL CONTRACT,RFA,1.23,"June 12, 2018"
Jacob Bryson,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.12,"April 15, 2019"
William Borgen,24,RD,ENTRY-LEVEL CONTRACT,RFA,1.15,"March 25, 2018"
Matt Irwin,33,LD/RD,STANDARD CONTRACT,UFA,0.86,"October  9, 2020"
Matt Irwin,33,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.25,"March 23, 2010"
Matt Irwin,33,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,1.08,"June 28, 2012"
Matt Irwin,33,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,1.56,"April  3, 2013"
Matt Irwin,33,LD/RD,STANDARD CONTRACT,UFA,1.12,"July 10, 2015"
Matt Irwin,33,LD/RD,STANDARD CONTRACT,UFA,0.79,"July  1, 2016"
Matt Irwin,33,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,0.89,"January  6, 2017"
Matt Irwin,33,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,0.90,"January  9, 2018"
Carter Hutton,35,G,STANDARD CONTRACT,UFA,3.46,"July  1, 2018"
Carter Hutton,35,G,ENTRY-LEVEL CONTRACT,RFA,0.94,"April 26, 2010"
Carter Hutton,35,G,STANDARD CONTRACT,RFA,0.88,"February 24, 2012"
Carter Hutton,35,G,STANDARD CONTRACT (EXTENSION),UFA,0.82,"June 20, 2012"
Carter Hutton,35,G,STANDARD CONTRACT,UFA,0.86,"July  5, 2013"
Carter Hutton,35,G,STANDARD CONTRACT (EXTENSION),UFA,1.13,"June  5, 2014"
Carter Hutton,35,G,STANDARD CONTRACT,UFA,1.54,"July  1, 2016"
Linus Ullmark,27,G,STANDARD CONTRACT,UFA,3.19,"October 25, 2020"
Linus Ullmark,27,G,ENTRY-LEVEL CONTRACT,RFA,1.21,"May 31, 2014"
Linus Ullmark,27,G,STANDARD CONTRACT (EXTENSION),RFA,1.03,"June 13, 2017"
Linus Ullmark,27,G,STANDARD CONTRACT,RFA,1.63,"August  3, 2019"
Ukko-Pekka Luukkonen,22,G,ENTRY-LEVEL CONTRACT,RFA,1.06,"June 14, 2018"
Dustin Tokarski,31,G,STANDARD CONTRACT,UFA,0.89,"November  4, 2020"
Dustin Tokarski,31,G,ENTRY-LEVEL CONTRACT,RFA,1.10,"December 30, 2008"
Dustin Tokarski,31,G,STANDARD CONTRACT,RFA,0.89,"August 20, 2013"
Dustin Tokarski,31,G,STANDARD CONTRACT (EXTENSION),RFA,0.82,"May 26, 2014"
Dustin Tokarski,31,G,STANDARD CONTRACT (EXTENSION),UFA,0.82,"June 27, 2016"
Dustin Tokarski,31,G,STANDARD CONTRACT (EXTENSION),UFA,0.89,"January  4, 2017"
Dustin Tokarski,31,G,STANDARD CONTRACT,UFA,0.82,"August 20, 2018"
Stefanos Lekkas,25,G,STANDARD CONTRACT,RFA,0.86,"May  4, 2021"
Nico Hischier,22,C,STANDARD CONTRACT (EXTENSION),UFA,8.90,"October 18, 2019"
Nico Hischier,22,C,ENTRY-LEVEL CONTRACT,RFA,1.23,"July 15, 2017"
Andreas Johnsson,26,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,4.17,"June 28, 2019"
Andreas Johnsson,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.09,"June  4, 2015"
Andreas Johnsson,26,"LW, RW",STANDARD CONTRACT,RFA,0.99,"July 13, 2018"
Miles Wood,25,LW,STANDARD CONTRACT,RFA,3.46,"September 22, 2018"
Miles Wood,25,LW,ENTRY-LEVEL CONTRACT,10.2(c),1.30,"April  8, 2016"
Jesper Bratt,22,"LW, RW",STANDARD CONTRACT,RFA,3.37,"January 10, 2021"
Jesper Bratt,22,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.03,"May 12, 2017"
Pavel Zacha,24,"C, LW",STANDARD CONTRACT,RFA,2.76,"September 10, 2019"
Pavel Zacha,24,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.30,"August 11, 2015"
Jack Hughes,20,C,ENTRY-LEVEL CONTRACT,RFA,1.14,"July 12, 2019"
Jesper Boqvist,22,"C, LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"June 10, 2019"
Nick Merkley,24,C,STANDARD CONTRACT,RFA,1.07,"October 20, 2020"
Nick Merkley,24,C,ENTRY-LEVEL CONTRACT,RFA,1.30,"September  3, 2015"
Michael Mcleod,23,C,ENTRY-LEVEL CONTRACT,RFA,1.27,"October  7, 2016"
Janne Kuokkanen,23,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.15,"March 23, 2017"
Mikhail Maltsev,23,LW,ENTRY-LEVEL CONTRACT,RFA,1.02,"May 13, 2019"
Yegor Sharangovich,23,"C, RW, LW",ENTRY-LEVEL CONTRACT,RFA,0.98,"July 17, 2018"
Nathan Bastian,23,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.01,"October 19, 2016"
P.K. Subban,32,RD,STANDARD CONTRACT,UFA,13.04,"August  2, 2014"
P.K. Subban,32,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"May 13, 2009"
P.K. Subban,32,RD,STANDARD CONTRACT,RFA,4.84,"January 28, 2013"
Ryan Murray,27,LD,STANDARD CONTRACT,UFA,5.64,"July  1, 2019"
Ryan Murray,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.54,"July 25, 2012"
Ryan Murray,27,LD,STANDARD CONTRACT (EXTENSION),RFA,3.96,"February 11, 2016"
Ryan Murray,27,LD,STANDARD CONTRACT,RFA,3.55,"July 14, 2018"
Damon Severson,26,RD,STANDARD CONTRACT,UFA,5.56,"September 11, 2017"
Damon Severson,26,RD,ENTRY-LEVEL CONTRACT,RFA,1.08,"September 10, 2012"
Will Butcher,26,LD,STANDARD CONTRACT,UFA,4.58,"July 31, 2019"
Will Butcher,26,LD,ENTRY-LEVEL CONTRACT,RFA,1.23,"August 27, 2017"
Connor Carrick,27,RD,STANDARD CONTRACT,UFA,1.84,"July 16, 2019"
Connor Carrick,27,RD,ENTRY-LEVEL CONTRACT,RFA,0.99,"September 23, 2013"
Connor Carrick,27,RD,STANDARD CONTRACT,RFA,1.03,"July 22, 2016"
Connor Carrick,27,RD,STANDARD CONTRACT (EXTENSION),RFA,1.73,"June 20, 2018"
Ty Smith,21,LD,ENTRY-LEVEL CONTRACT,RFA,1.09,"August 20, 2018"
Jonas Siegenthaler,24,LD,STANDARD CONTRACT,RFA,0.98,"October 21, 2020"
Jonas Siegenthaler,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.05,"July 30, 2015"
Matt Tennyson,31,RD,STANDARD CONTRACT,UFA,0.86,"July  1, 2019"
Matt Tennyson,31,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"March 29, 2012"
Matt Tennyson,31,RD,STANDARD CONTRACT,UFA (Group 6),0.91,"July 10, 2014"
Matt Tennyson,31,RD,STANDARD CONTRACT,UFA,0.92,"July  3, 2016"
Matt Tennyson,31,RD,STANDARD CONTRACT,UFA,0.87,"July  1, 2017"
Mackenzie Blackwood,24,G,STANDARD CONTRACT,RFA,3.44,"December 23, 2020"
Mackenzie Blackwood,24,G,ENTRY-LEVEL CONTRACT,RFA,0.99,"December 30, 2015"
Aaron Dell,32,G,STANDARD CONTRACT,UFA,0.98,"October 13, 2020"
Aaron Dell,32,G,STANDARD CONTRACT (EXTENSION),RFA,0.86,"July 15, 2013"
Aaron Dell,32,G,STANDARD CONTRACT,UFA,0.81,"July 16, 2015"
Aaron Dell,32,G,STANDARD CONTRACT,UFA,0.86,"July  1, 2016"
Aaron Dell,32,G,STANDARD CONTRACT (EXTENSION),UFA,2.53,"February 28, 2018"
Scott Wedgewood,28,G,STANDARD CONTRACT,UFA,0.86,"October 11, 2020"
Scott Wedgewood,28,G,ENTRY-LEVEL CONTRACT,RFA,1.01,"March 16, 2012"
Scott Wedgewood,28,G,STANDARD CONTRACT (EXTENSION),RFA,0.80,"June 22, 2015"
Scott Wedgewood,28,G,STANDARD CONTRACT,UFA (Group 6),0.87,"July 25, 2017"
Scott Wedgewood,28,G,STANDARD CONTRACT,UFA (Group 6),0.88,"July  1, 2018"
Scott Wedgewood,28,G,STANDARD CONTRACT,UFA,0.86,"July  1, 2019"
Mathew Barzal,24,C,STANDARD CONTRACT,RFA,8.59,"January  9, 2021"
Mathew Barzal,24,C,ENTRY-LEVEL CONTRACT,RFA,1.30,"September 10, 2015"
Brock Nelson,29,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,7.55,"May 23, 2019"
Brock Nelson,29,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.40,"April  3, 2012"
Brock Nelson,29,"C, LW",STANDARD CONTRACT,RFA,3.50,"September 16, 2015"
Brock Nelson,29,"C, LW",STANDARD CONTRACT,UFA,5.35,"July 23, 2018"
Jordan Eberle,31,RW,STANDARD CONTRACT (EXTENSION),UFA,6.92,"June 14, 2019"
Jordan Eberle,31,RW,ENTRY-LEVEL CONTRACT,RFA,1.54,"March 23, 2009"
Jordan Eberle,31,RW,STANDARD CONTRACT (EXTENSION),UFA,10.00,"August 30, 2012"
Josh Bailey,31,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,6.67,"February 23, 2018"
Josh Bailey,31,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.54,"October  2, 2008"
Josh Bailey,31,"RW, LW",STANDARD CONTRACT,RFA,1.63,"September 16, 2011"
Josh Bailey,31,"RW, LW",STANDARD CONTRACT,UFA,5.13,"July 17, 2013"
Jean-Gabriel Pageau,28,C,STANDARD CONTRACT (EXTENSION),UFA,6.14,"February 24, 2020"
Jean-Gabriel Pageau,28,C,ENTRY-LEVEL CONTRACT,RFA,0.95,"June  8, 2012"
Jean-Gabriel Pageau,28,C,STANDARD CONTRACT (EXTENSION),RFA,1.23,"June 18, 2015"
Jean-Gabriel Pageau,28,C,STANDARD CONTRACT,UFA,4.13,"July 17, 2017"
Cal Clutterbuck,33,RW,STANDARD CONTRACT (EXTENSION),UFA,4.79,"December  9, 2016"
Cal Clutterbuck,33,RW,ENTRY-LEVEL CONTRACT,RFA,1.30,"May 26, 2007"
Cal Clutterbuck,33,RW,STANDARD CONTRACT (EXTENSION),RFA,2.36,"February 25, 2010"
Cal Clutterbuck,33,RW,STANDARD CONTRACT,UFA,4.28,"July  9, 2013"
Casey Cizikas,30,C,STANDARD CONTRACT (EXTENSION),UFA,4.59,"June  2, 2016"
Casey Cizikas,30,C,ENTRY-LEVEL CONTRACT,RFA,1.34,"May 31, 2011"
Casey Cizikas,30,C,STANDARD CONTRACT,RFA,1.45,"July 15, 2014"
Leo Komarov,34,"RW, LW, C",STANDARD CONTRACT,UFA,3.77,"July  1, 2018"
Leo Komarov,34,"RW, LW, C",ENTRY-LEVEL CONTRACT,RFA,1.42,"May  5, 2012"
Leo Komarov,34,"RW, LW, C",STANDARD CONTRACT,UFA,4.28,"July  1, 2014"
Travis Zajac,36,C,STANDARD CONTRACT (EXTENSION),UFA,8.94,"January 16, 2013"
Travis Zajac,36,C,ENTRY-LEVEL CONTRACT,RFA,2.24,"April 13, 2006"
Travis Zajac,36,C,STANDARD CONTRACT,UFA,6.84,"July 22, 2009"
Kyle Palmieri,30,"RW, LW",STANDARD CONTRACT,UFA,6.37,"July  7, 2016"
Kyle Palmieri,30,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.52,"August  3, 2010"
Kyle Palmieri,30,"RW, LW",STANDARD CONTRACT,RFA,2.28,"July 26, 2013"
Anthony Beauvillier,24,LW,STANDARD CONTRACT,RFA,2.58,"August 28, 2019"
Anthony Beauvillier,24,LW,ENTRY-LEVEL CONTRACT,RFA,1.30,"October 23, 2015"
Matt Martin,32,"LW, RW",STANDARD CONTRACT,UFA,1.84,"January 11, 2021"
Matt Martin,32,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.11,"September  4, 2009"
Matt Martin,32,"LW, RW",STANDARD CONTRACT,UFA,1.67,"September 15, 2012"
Matt Martin,32,"LW, RW",STANDARD CONTRACT,UFA,3.42,"July  1, 2016"
Ross Johnston,27,LW,STANDARD CONTRACT,UFA,1.26,"July  9, 2018"
Ross Johnston,27,LW,ENTRY-LEVEL CONTRACT,RFA,0.97,"March 31, 2015"
Anatoly Golyshev,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.12,"March 19, 2021"
Simon Holmström,20,RW,ENTRY-LEVEL CONTRACT,RFA,1.10,"July 15, 2019"
Oliver Wahlstrom,21,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.12,"March 28, 2019"
Kieffer Bellows,23,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.23,"September 22, 2017"
Otto Koivula,22,"LW, RW, C",ENTRY-LEVEL CONTRACT,RFA,1.05,"March 21, 2018"
Austin Czarnik,28,"RW, LW",STANDARD CONTRACT,UFA,0.89,"October 12, 2020"
Austin Czarnik,28,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.18,"April  1, 2015"
Austin Czarnik,28,"RW, LW",STANDARD CONTRACT,UFA (Group 6),0.90,"July 17, 2017"
Austin Czarnik,28,"RW, LW",STANDARD CONTRACT,UFA,1.57,"July  1, 2018"
Michael Dal Colle,24,LW,STANDARD CONTRACT,RFA,0.86,"August 19, 2019"
Michael Dal Colle,24,LW,ENTRY-LEVEL CONTRACT,RFA,1.34,"October  5, 2014"
Cole Bardreau,27,C,STANDARD CONTRACT,UFA,0.86,"July  1, 2019"
Cole Bardreau,27,C,ENTRY-LEVEL CONTRACT,RFA,0.99,"March 12, 2015"
Cole Bardreau,27,C,STANDARD CONTRACT,UFA (Group 6),0.87,"July 15, 2017"
Dmytro Timashov,24,LW,STANDARD CONTRACT,RFA,0.86,"January 13, 2021"
