name,current_age,position,type,expiration_status,cap_hit_percentage_at_signing,signing_date
Erik Gustafsson,29,LD/RD,ENTRY-LEVEL CONTRACT,RFA,0.97,"May 16, 2015"
Erik Gustafsson,29,LD/RD,STANDARD CONTRACT,RFA,0.87,"July 14, 2017"
Erik Gustafsson,29,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,1.60,"March  6, 2018"
Otto Leskinen,24,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.16,"May  7, 2019"
Jon Merrill,29,LD,STANDARD CONTRACT,UFA,1.14,"October  9, 2020"
Jon Merrill,29,LD,ENTRY-LEVEL CONTRACT,UFA (No QO),1.31,"April 30, 2013"
Jon Merrill,29,LD,STANDARD CONTRACT,RFA,1.56,"July  1, 2016"
Jon Merrill,29,LD,STANDARD CONTRACT (EXTENSION),UFA,1.83,"January 16, 2018"
Alexander Romanov,21,LD/RD,ENTRY-LEVEL CONTRACT,10.2(c),1.10,"July 13, 2020"
Cale Fleury,22,RD,ENTRY-LEVEL CONTRACT,RFA,0.97,"October  4, 2018"
Xavier Ouellet,27,LD,STANDARD CONTRACT,UFA,0.90,"October  9, 2020"
Xavier Ouellet,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.09,"March 25, 2012"
Xavier Ouellet,27,LD,STANDARD CONTRACT (EXTENSION),RFA,1.00,"November 16, 2015"
Xavier Ouellet,27,LD,STANDARD CONTRACT,RFA,1.67,"July  3, 2017"
Xavier Ouellet,27,LD,STANDARD CONTRACT,RFA,0.88,"July  1, 2018"
Xavier Ouellet,27,LD,STANDARD CONTRACT (EXTENSION),RFA,0.88,"May 27, 2019"
Carey Price,33,G,STANDARD CONTRACT (EXTENSION),UFA,14.00,"July  2, 2017"
Carey Price,33,G,ENTRY-LEVEL CONTRACT,RFA,1.93,"April 10, 2007"
Carey Price,33,G,STANDARD CONTRACT,RFA,4.63,"September  3, 2010"
Carey Price,33,G,STANDARD CONTRACT,UFA,10.83,"July  2, 2012"
Jake Allen,30,G,STANDARD CONTRACT (EXTENSION),UFA,5.96,"July  1, 2016"
Jake Allen,30,G,STANDARD CONTRACT (EXTENSION),UFA,3.53,"October 14, 2020"
Jake Allen,30,G,ENTRY-LEVEL CONTRACT,RFA,1.54,"October 22, 2008"
Jake Allen,30,G,STANDARD CONTRACT,RFA,1.24,"July 25, 2013"
Jake Allen,30,G,STANDARD CONTRACT,RFA,3.22,"July  3, 2015"
Cayden Primeau,21,G,ENTRY-LEVEL CONTRACT,RFA,1.11,"March 31, 2019"
Charlie Lindgren,27,G,STANDARD CONTRACT (EXTENSION),UFA,1.00,"February 13, 2018"
Charlie Lindgren,27,G,ENTRY-LEVEL CONTRACT,10.2(c),1.30,"March 30, 2016"
Charlie Lindgren,27,G,STANDARD CONTRACT,RFA,0.93,"July  6, 2017"
Michael McNiven,23,G,STANDARD CONTRACT (EXTENSION),RFA,0.86,"September 30, 2020"
Michael McNiven,23,G,ENTRY-LEVEL CONTRACT,RFA,0.91,"September 24, 2015"
Evgeni Dadonov,32,"RW, LW",STANDARD CONTRACT,UFA,6.14,"October 15, 2020"
Evgeni Dadonov,32,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.15,"July 10, 2009"
Evgeni Dadonov,32,"RW, LW",STANDARD CONTRACT,UFA,5.33,"July  1, 2017"
Colin White,24,"RW, C",STANDARD CONTRACT,UFA,5.83,"August 21, 2019"
Colin White,24,"RW, C",ENTRY-LEVEL CONTRACT,10.2(c),1.27,"April  2, 2017"
Artem Anisimov,33,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,6.23,"July  1, 2015"
Artem Anisimov,33,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.69,"July 11, 2007"
Artem Anisimov,33,"C, LW",STANDARD CONTRACT,RFA,2.92,"July  8, 2011"
Artem Anisimov,33,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,5.11,"June 26, 2013"
Connor Brown,27,"LW, RW",STANDARD CONTRACT,UFA,4.42,"October 22, 2020"
Connor Brown,27,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.12,"November 22, 2013"
Connor Brown,27,"LW, RW",STANDARD CONTRACT,RFA,2.80,"August 26, 2017"
Chris Tierney,26,C,STANDARD CONTRACT,UFA,4.29,"October 26, 2020"
Chris Tierney,26,C,ENTRY-LEVEL CONTRACT,RFA,1.15,"March 18, 2013"
Chris Tierney,26,C,STANDARD CONTRACT,RFA,0.98,"July 10, 2017"
Chris Tierney,26,C,STANDARD CONTRACT,RFA,3.70,"July 18, 2018"
Ryan Dzingel,29,"LW, RW, C",STANDARD CONTRACT,UFA,4.14,"July 12, 2019"
Ryan Dzingel,29,"LW, RW, C",ENTRY-LEVEL CONTRACT,RFA,1.04,"April  2, 2014"
Ryan Dzingel,29,"LW, RW, C",STANDARD CONTRACT,RFA,1.03,"July  5, 2016"
Ryan Dzingel,29,"LW, RW, C",STANDARD CONTRACT,UFA,2.40,"July 21, 2017"
Nicholas Paul,26,"C, LW",STANDARD CONTRACT,UFA,1.66,"October 14, 2020"
Nicholas Paul,26,"C, LW",ENTRY-LEVEL CONTRACT,RFA,0.97,"December 21, 2014"
Nicholas Paul,26,"C, LW",STANDARD CONTRACT,RFA,0.82,"July 16, 2018"
Nicholas Paul,26,"C, LW",STANDARD CONTRACT,RFA,0.92,"July  2, 2019"
Tim Stützle,19,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.14,"December 27, 2020"
Joshua Norris,22,C,ENTRY-LEVEL CONTRACT,RFA,1.16,"May 27, 2019"
Shane Pinto,20,C,ENTRY-LEVEL CONTRACT,RFA,1.14,"April  1, 2021"
Brady Tkachuk,21,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.16,"August 13, 2018"
Alex Formenton,21,LW,ENTRY-LEVEL CONTRACT,RFA,1.05,"October  2, 2017"
Drake Batherson,23,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.02,"October  3, 2017"
Michael Amadio,25,"C, RW",STANDARD CONTRACT,RFA,0.86,"July 15, 2019"
Michael Amadio,25,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.00,"March 13, 2016"
Thomas Chabot,24,LD,STANDARD CONTRACT (EXTENSION),UFA,9.82,"September 19, 2019"
Thomas Chabot,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"September 30, 2015"
Nikita Zaitsev,29,RD,STANDARD CONTRACT (EXTENSION),UFA,6.16,"May  2, 2017"
Nikita Zaitsev,29,RD,ENTRY-LEVEL CONTRACT,RFA,1.30,"May  2, 2016"
Joshua Brown,27,RD,STANDARD CONTRACT (EXTENSION),UFA,1.47,"October  5, 2020"
Joshua Brown,27,RD,ENTRY-LEVEL CONTRACT,RFA,0.95,"April  9, 2015"
Joshua Brown,27,RD,STANDARD CONTRACT (EXTENSION),RFA,0.90,"May 31, 2018"
Artem Zub,25,RD,ENTRY-LEVEL CONTRACT,RFA,1.14,"May  1, 2020"
Artem Zub,25,RD,STANDARD CONTRACT (EXTENSION),UFA,3.07,"May 14, 2021"
Jacob Bernard-Docker,20,RD,ENTRY-LEVEL CONTRACT,RFA,1.14,"April  1, 2021"
Erik Brännström,21,RD,ENTRY-LEVEL CONTRACT,RFA,1.23,"July 15, 2017"
Victor Mete,23,LD/RD,STANDARD CONTRACT,RFA,0.90,"October  9, 2020"
Victor Mete,23,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.03,"March 27, 2017"
Marcus Högberg,26,G,STANDARD CONTRACT (EXTENSION),RFA,0.88,"June 19, 2019"
Marcus Högberg,26,G,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 30, 2017"
Anton Forsberg,28,G,STANDARD CONTRACT,UFA,0.86,"October  9, 2020"
Anton Forsberg,28,G,STANDARD CONTRACT (EXTENSION),UFA,1.10,"May  5, 2021"
Anton Forsberg,28,G,ENTRY-LEVEL CONTRACT,RFA,1.02,"May 28, 2013"
Anton Forsberg,28,G,STANDARD CONTRACT (EXTENSION),RFA,0.91,"June 17, 2016"
Anton Forsberg,28,G,STANDARD CONTRACT (EXTENSION),RFA,1.00,"June 26, 2017"
Anton Forsberg,28,G,STANDARD CONTRACT,UFA,0.95,"August  6, 2019"
Auston Matthews,23,C,STANDARD CONTRACT (EXTENSION),UFA,14.64,"February  5, 2019"
Auston Matthews,23,C,ENTRY-LEVEL CONTRACT,RFA,1.27,"July 21, 2016"
John Tavares,30,C,STANDARD CONTRACT,UFA,13.84,"July  1, 2018"
John Tavares,30,C,ENTRY-LEVEL CONTRACT,RFA,1.58,"July 15, 2009"
John Tavares,30,C,STANDARD CONTRACT (EXTENSION),UFA,8.55,"September 14, 2011"
Mitchell Marner,24,RW,STANDARD CONTRACT,UFA,13.38,"September 13, 2019"
Mitchell Marner,24,RW,ENTRY-LEVEL CONTRACT,RFA,1.30,"July 28, 2015"
William Nylander,25,"RW, LW",STANDARD CONTRACT,UFA,8.76,"December  1, 2018"
William Nylander,25,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.34,"August 18, 2014"
Alexander Kerfoot,26,"C, LW",STANDARD CONTRACT,UFA,4.29,"July  4, 2019"
Alexander Kerfoot,26,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.23,"August 23, 2017"
Riley Nash,32,"C, RW",STANDARD CONTRACT,UFA,3.46,"July  1, 2018"
Riley Nash,32,"C, RW",ENTRY-LEVEL CONTRACT,UFA (No QO),1.19,"July 19, 2010"
Riley Nash,32,"C, RW",STANDARD CONTRACT,RFA,0.89,"July  8, 2013"
Riley Nash,32,"C, RW",STANDARD CONTRACT,UFA,1.61,"July  1, 2015"
Riley Nash,32,"C, RW",STANDARD CONTRACT,UFA,1.23,"July  1, 2016"
Zach Hyman,29,"LW, RW",STANDARD CONTRACT,UFA,3.00,"July  5, 2017"
Zach Hyman,29,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.26,"June 24, 2015"
Ilya Mikheyev,26,"LW, RW",STANDARD CONTRACT,UFA,2.02,"October 20, 2020"
Ilya Mikheyev,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"May  6, 2019"
Wayne Simmonds,32,"RW, LW",STANDARD CONTRACT,UFA,1.84,"October  9, 2020"
Wayne Simmonds,32,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.16,"December 28, 2007"
Wayne Simmonds,32,"RW, LW",STANDARD CONTRACT,RFA,2.72,"July  7, 2011"
Wayne Simmonds,32,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,6.63,"August 16, 2012"
Wayne Simmonds,32,"RW, LW",STANDARD CONTRACT,UFA,6.14,"July  1, 2019"
Nick Foligno,33,"LW, C, RW",STANDARD CONTRACT (EXTENSION),UFA,7.97,"December 31, 2014"
Nick Foligno,33,"LW, C, RW",ENTRY-LEVEL CONTRACT,RFA,1.54,"March 21, 2007"
Nick Foligno,33,"LW, C, RW",STANDARD CONTRACT,RFA,2.02,"July 21, 2010"
Nick Foligno,33,"LW, C, RW",STANDARD CONTRACT,UFA,5.14,"July  6, 2012"
Pierre Engvall,25,"LW, C",STANDARD CONTRACT (EXTENSION),RFA,1.53,"February 12, 2020"
Pierre Engvall,25,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.23,"May 17, 2018"
Alex Galchenyuk,27,"LW, C, RW",STANDARD CONTRACT,UFA,1.29,"October 28, 2020"
Alex Galchenyuk,27,"LW, C, RW",ENTRY-LEVEL CONTRACT,RFA,1.54,"July 23, 2012"
Alex Galchenyuk,27,"LW, C, RW",STANDARD CONTRACT,RFA,3.92,"July 30, 2015"
Alex Galchenyuk,27,"LW, C, RW",STANDARD CONTRACT,UFA,6.53,"July  5, 2017"
Adam Brooks,25,C,STANDARD CONTRACT (EXTENSION),RFA,0.89,"May 14, 2020"
Adam Brooks,25,C,ENTRY-LEVEL CONTRACT,RFA,1.01,"June 29, 2017"
Jason Spezza,38,"C, RW",35+ CONTRACT (EXTENSION),UFA,0.86,"October  5, 2020"
Jason Spezza,38,"C, RW",STANDARD CONTRACT,RFA,2.82,"August 12, 2005"
Jason Spezza,38,"C, RW",STANDARD CONTRACT,RFA,10.23,"July  3, 2006"
Jason Spezza,38,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,13.92,"November  2, 2007"
Jason Spezza,38,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,10.87,"November 21, 2014"
Jason Spezza,38,"C, RW",35+ CONTRACT,UFA,0.86,"July  1, 2019"
Joe Thornton,41,"C, LW",35+ CONTRACT,UFA,0.86,"October 16, 2020"
Joe Thornton,41,"C, LW",STANDARD CONTRACT,UFA,17.09,"August 11, 2005"
Joe Thornton,41,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,14.31,"July  1, 2007"
Joe Thornton,41,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,11.78,"October 16, 2010"
Joe Thornton,41,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,9.78,"January 24, 2014"
Joe Thornton,41,"C, LW",35+ CONTRACT,UFA,10.67,"July  2, 2017"
Joe Thornton,41,"C, LW",35+ CONTRACT,UFA,6.29,"July  2, 2018"
Joe Thornton,41,"C, LW",35+ CONTRACT,UFA,2.45,"September  6, 2019"
Jake Muzzin,32,LD,STANDARD CONTRACT (EXTENSION),UFA,6.90,"February 24, 2020"
Jake Muzzin,32,LD,ENTRY-LEVEL CONTRACT,RFA,1.02,"January  4, 2010"
Jake Muzzin,32,LD,STANDARD CONTRACT,RFA,0.96,"July 18, 2012"
Jake Muzzin,32,LD,STANDARD CONTRACT,RFA,1.56,"July 12, 2013"
Jake Muzzin,32,LD,STANDARD CONTRACT (EXTENSION),UFA,5.80,"October 16, 2014"
Morgan Rielly,27,LD,STANDARD CONTRACT (EXTENSION),UFA,7.00,"April 13, 2016"
Morgan Rielly,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.54,"August  7, 2012"
TJ Brodie,31,RD,STANDARD CONTRACT,UFA,6.14,"October  9, 2020"
TJ Brodie,31,RD,ENTRY-LEVEL CONTRACT,RFA,1.03,"July 21, 2009"
TJ Brodie,31,RD,STANDARD CONTRACT,RFA,3.30,"July 31, 2013"
TJ Brodie,31,RD,STANDARD CONTRACT (EXTENSION),UFA,6.74,"October 20, 2014"
Justin Holl,29,RD,STANDARD CONTRACT (EXTENSION),UFA,2.45,"December 31, 2019"
Justin Holl,29,RD,ENTRY-LEVEL CONTRACT,RFA,1.02,"July  2, 2016"
Justin Holl,29,RD,STANDARD CONTRACT,RFA,0.87,"July  4, 2017"
Justin Holl,29,RD,STANDARD CONTRACT (EXTENSION),UFA,0.85,"July  3, 2018"
Zach Bogosian,30,RD,STANDARD CONTRACT,UFA,1.23,"October 10, 2020"
Zach Bogosian,30,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"September  4, 2008"
Zach Bogosian,30,RD,STANDARD CONTRACT,RFA,3.89,"September 14, 2011"
Zach Bogosian,30,RD,STANDARD CONTRACT,UFA,8.00,"July 29, 2013"
Zach Bogosian,30,RD,STANDARD CONTRACT,UFA,1.60,"February 24, 2020"
Ben Hutton,28,LD,STANDARD CONTRACT,UFA,1.17,"January 15, 2021"
Ben Hutton,28,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"March 16, 2015"
Ben Hutton,28,LD,STANDARD CONTRACT (EXTENSION),UFA (No QO),3.84,"November 24, 2016"
Ben Hutton,28,LD,STANDARD CONTRACT,UFA,1.84,"September 18, 2019"
Rasmus Sandin,21,LD,ENTRY-LEVEL CONTRACT,RFA,1.16,"July 15, 2018"
Travis Dermott,24,LD,STANDARD CONTRACT,RFA,1.07,"October 23, 2020"
Travis Dermott,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"July 22, 2015"
Martin Marincin,29,LD,STANDARD CONTRACT (EXTENSION),UFA,0.86,"January 10, 2020"
Martin Marincin,29,LD,ENTRY-LEVEL CONTRACT,RFA,1.28,"April 25, 2011"
Martin Marincin,29,LD,STANDARD CONTRACT,RFA,0.98,"July  9, 2015"
Martin Marincin,29,LD,STANDARD CONTRACT,RFA,1.71,"July 29, 2016"
Martin Marincin,29,LD,STANDARD CONTRACT,UFA,1.01,"July  1, 2018"
Martin Marincin,29,LD,STANDARD CONTRACT (EXTENSION),UFA,0.86,"June 29, 2019"
Frederik Andersen,31,G,STANDARD CONTRACT (EXTENSION),UFA,7.00,"June 20, 2016"
Frederik Andersen,31,G,ENTRY-LEVEL CONTRACT,RFA,1.54,"July 10, 2012"
Frederik Andersen,31,G,STANDARD CONTRACT (EXTENSION),RFA,1.79,"October 25, 2013"
Jack Campbell,29,G,STANDARD CONTRACT (EXTENSION),UFA,2.02,"September  7, 2019"
Jack Campbell,29,G,ENTRY-LEVEL CONTRACT,RFA,1.35,"November  4, 2010"
Jack Campbell,29,G,STANDARD CONTRACT (EXTENSION),RFA,0.89,"June 17, 2015"
Jack Campbell,29,G,STANDARD CONTRACT,RFA,0.84,"July 11, 2016"
Jack Campbell,29,G,STANDARD CONTRACT (EXTENSION),UFA,0.90,"November 22, 2017"
David Rittich,28,G,STANDARD CONTRACT,UFA,3.37,"July 27, 2019"
David Rittich,28,G,ENTRY-LEVEL CONTRACT,RFA,1.30,"June 13, 2016"
David Rittich,28,G,STANDARD CONTRACT,RFA,0.97,"July 22, 2017"
David Rittich,28,G,STANDARD CONTRACT,RFA,1.01,"July 26, 2018"
Brock Boeser,24,RW,STANDARD CONTRACT,RFA,7.21,"September 16, 2019"
Brock Boeser,24,RW,ENTRY-LEVEL CONTRACT,10.2(c),1.27,"March 25, 2017"
Bo Horvat,26,C,STANDARD CONTRACT,UFA,7.33,"September  8, 2017"
Bo Horvat,26,C,ENTRY-LEVEL CONTRACT,RFA,1.44,"August  8, 2013"
J.T. Miller,28,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,6.60,"June 26, 2018"
J.T. Miller,28,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.44,"July 28, 2011"
J.T. Miller,28,"LW, C",STANDARD CONTRACT,RFA,1.20,"July 15, 2015"
J.T. Miller,28,"LW, C",STANDARD CONTRACT,RFA,3.77,"July 13, 2016"
Brandon Sutter,32,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,5.99,"August  4, 2015"
Brandon Sutter,32,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.74,"March 26, 2008"
Brandon Sutter,32,"RW, C",STANDARD CONTRACT,RFA,3.21,"July 13, 2011"
Brandon Sutter,32,"RW, C",STANDARD CONTRACT,UFA,4.78,"August  5, 2014"
Tanner Pearson,28,LW,STANDARD CONTRACT (EXTENSION),UFA,5.14,"May  9, 2017"
Tanner Pearson,28,LW,STANDARD CONTRACT (EXTENSION),UFA,3.99,"April  8, 2021"
Tanner Pearson,28,LW,ENTRY-LEVEL CONTRACT,RFA,1.23,"August  7, 2012"
Tanner Pearson,28,LW,STANDARD CONTRACT (EXTENSION),RFA,1.92,"April  2, 2015"
Antoine Roussel,31,LW,STANDARD CONTRACT,UFA,3.77,"July  1, 2018"
Antoine Roussel,31,LW,ENTRY-LEVEL CONTRACT,RFA,1.02,"July  2, 2012"
Antoine Roussel,31,LW,STANDARD CONTRACT,UFA,2.90,"July 22, 2014"
Jake Virtanen,24,"RW, LW",STANDARD CONTRACT,RFA,3.13,"October 22, 2020"
Jake Virtanen,24,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.34,"July 26, 2014"
Jake Virtanen,24,"RW, LW",STANDARD CONTRACT,RFA,1.57,"July 25, 2018"
Tyler Motte,26,"LW, RW",STANDARD CONTRACT,UFA,1.50,"October  9, 2020"
Tyler Motte,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.30,"April  6, 2016"
Tyler Motte,26,"LW, RW",STANDARD CONTRACT,RFA,1.20,"July  2, 2019"
Jimmy Vesey,28,"LW, RW",STANDARD CONTRACT,UFA,1.10,"October 11, 2020"
Jimmy Vesey,28,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.27,"August 19, 2016"
Jimmy Vesey,28,"LW, RW",STANDARD CONTRACT,UFA,2.86,"July 17, 2018"
Nils Höglander,20,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.09,"April 29, 2020"
Kole Lind,22,RW,ENTRY-LEVEL CONTRACT,RFA,1.19,"March  1, 2018"
William Lockwood,22,RW,ENTRY-LEVEL CONTRACT,RFA,1.03,"March 19, 2020"
Zack MacEwen,24,"C, RW",STANDARD CONTRACT (EXTENSION),RFA,1.01,"October  6, 2020"
Zack MacEwen,24,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"March  3, 2017"
Jayce Hawryluk,25,"RW, LW",STANDARD CONTRACT,RFA,0.98,"October 19, 2020"
Jayce Hawryluk,25,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.30,"March  1, 2016"
Jayce Hawryluk,25,"RW, LW",STANDARD CONTRACT,UFA (No QO),1.07,"July 15, 2019"
Matthew Highmore,25,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,0.89,"April  2, 2020"
Matthew Highmore,25,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.06,"March  2, 2017"
Marc Michaelis,25,"LW, C",STANDARD CONTRACT,RFA,0.86,"March 19, 2020"
Travis Boyd,27,"C, RW",STANDARD CONTRACT,UFA,0.86,"October 10, 2020"
Travis Boyd,27,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.02,"April  1, 2015"
Travis Boyd,27,"C, RW",STANDARD CONTRACT,RFA,0.87,"July  5, 2017"
Travis Boyd,27,"C, RW",STANDARD CONTRACT,UFA (No QO),1.01,"July  1, 2018"
Tyler Graovac,28,C,STANDARD CONTRACT,UFA,0.86,"December 13, 2020"
Tyler Graovac,28,C,ENTRY-LEVEL CONTRACT,RFA,1.16,"April  2, 2013"
Tyler Graovac,28,C,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.86,"June 30, 2016"
Tyler Graovac,28,C,STANDARD CONTRACT,UFA (Group 6),0.82,"July  1, 2018"
Tyler Graovac,28,C,STANDARD CONTRACT,UFA,0.86,"July  1, 2019"
Alexander Edler,35,LD,STANDARD CONTRACT (EXTENSION),UFA,7.55,"June 20, 2019"
Alexander Edler,35,LD,ENTRY-LEVEL CONTRACT,RFA,1.25,"July 24, 2006"
Alexander Edler,35,LD,STANDARD CONTRACT (EXTENSION),UFA,5.73,"October 10, 2008"
Alexander Edler,35,LD,STANDARD CONTRACT (EXTENSION),UFA,7.78,"January 18, 2013"
Tyler Myers,31,RD,STANDARD CONTRACT,UFA,7.36,"July  1, 2019"
Tyler Myers,31,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"May 11, 2009"
Tyler Myers,31,RD,STANDARD CONTRACT (EXTENSION),UFA,8.55,"September 15, 2011"
Nate Schmidt,29,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,7.48,"October 25, 2018"
Nate Schmidt,29,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"April  2, 2013"
Nate Schmidt,29,LD/RD,STANDARD CONTRACT,RFA,0.91,"July 13, 2014"
Nate Schmidt,29,LD/RD,STANDARD CONTRACT (EXTENSION),RFA,1.11,"June 17, 2015"
Nate Schmidt,29,LD/RD,STANDARD CONTRACT,UFA,2.97,"August  5, 2017"
Travis Hamonic,30,RD,STANDARD CONTRACT,UFA,1.53,"January 12, 2021"
Travis Hamonic,30,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"May 27, 2010"
Travis Hamonic,30,RD,STANDARD CONTRACT,UFA,6.00,"July  5, 2013"
Jack Rathbone,22,LD,ENTRY-LEVEL CONTRACT,10.2(c),1.14,"July 14, 2020"
Quinn Hughes,21,LD,ENTRY-LEVEL CONTRACT,10.2(c),1.15,"March 10, 2019"
Olli Juolevi,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.27,"August  5, 2016"
Jalen Chatfield,25,RD,STANDARD CONTRACT,UFA (Group 6),0.86,"December  9, 2020"
Jalen Chatfield,25,RD,ENTRY-LEVEL CONTRACT,RFA,1.05,"March 13, 2017"
Braden Holtby,31,G,STANDARD CONTRACT,UFA,5.28,"October  9, 2020"
Braden Holtby,31,G,ENTRY-LEVEL CONTRACT,RFA,1.09,"October 20, 2008"
Braden Holtby,31,G,STANDARD CONTRACT (EXTENSION),RFA,2.88,"February 24, 2013"
Braden Holtby,31,G,STANDARD CONTRACT,UFA,8.54,"July 24, 2015"
Thatcher Demko,25,G,STANDARD CONTRACT (EXTENSION),RFA,1.32,"April 24, 2019"
Thatcher Demko,25,G,STANDARD CONTRACT (EXTENSION),UFA,6.14,"March 31, 2021"
Thatcher Demko,25,G,ENTRY-LEVEL CONTRACT,RFA,1.30,"April 20, 2016"
Blake Wheeler,34,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,10.38,"September  4, 2018"
Blake Wheeler,34,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.54,"July  1, 2008"
Blake Wheeler,34,"RW, C",STANDARD CONTRACT,RFA,3.70,"July 30, 2010"
Blake Wheeler,34,"RW, C",STANDARD CONTRACT,RFA,3.97,"July 15, 2011"
Blake Wheeler,34,"RW, C",STANDARD CONTRACT,UFA,8.71,"July 26, 2013"
Kyle Connor,24,LW,STANDARD CONTRACT,UFA,8.76,"September 28, 2019"
Kyle Connor,24,LW,ENTRY-LEVEL CONTRACT,RFA,1.30,"April 11, 2016"
Paul Stastny,35,"C, LW",STANDARD CONTRACT,UFA,8.18,"July  1, 2018"
Paul Stastny,35,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.46,"July 24, 2006"
Paul Stastny,35,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,11.64,"November 17, 2008"
Paul Stastny,35,"C, LW",STANDARD CONTRACT,UFA,10.14,"July  1, 2014"
Mark Scheifele,28,C,STANDARD CONTRACT,UFA,8.39,"July  8, 2016"
Mark Scheifele,28,C,ENTRY-LEVEL CONTRACT,RFA,1.44,"October  5, 2011"
Nikolaj Ehlers,25,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,8.00,"October  4, 2017"
Nikolaj Ehlers,25,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.34,"September  7, 2014"
Pierre-Luc Dubois,22,C,STANDARD CONTRACT,RFA,6.14,"December 31, 2020"
Pierre-Luc Dubois,22,C,ENTRY-LEVEL CONTRACT,RFA,1.27,"June 29, 2016"
Mathieu Perreault,33,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,5.65,"July  7, 2016"
Mathieu Perreault,33,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.34,"March 28, 2008"
Mathieu Perreault,33,"LW, RW",STANDARD CONTRACT,RFA,0.82,"July 11, 2011"
Mathieu Perreault,33,"LW, RW",STANDARD CONTRACT,UFA,1.75,"July  5, 2012"
Mathieu Perreault,33,"LW, RW",STANDARD CONTRACT,UFA,4.35,"July  1, 2014"
Adam Lowry,28,C,STANDARD CONTRACT,UFA,3.67,"July 19, 2018"
Adam Lowry,28,C,STANDARD CONTRACT (EXTENSION),UFA,3.99,"April 16, 2021"
Adam Lowry,28,C,ENTRY-LEVEL CONTRACT,RFA,1.29,"April 16, 2013"
Adam Lowry,28,C,STANDARD CONTRACT,RFA,1.54,"July 14, 2016"
Andrew Copp,26,"C, LW",STANDARD CONTRACT,RFA,2.80,"July 23, 2019"
Andrew Copp,26,"C, LW",ENTRY-LEVEL CONTRACT,10.2(c),1.34,"March 28, 2015"
Andrew Copp,26,"C, LW",STANDARD CONTRACT,RFA,1.33,"July 12, 2017"
Mason Appleton,25,"RW, C",STANDARD CONTRACT,RFA,1.10,"October  9, 2020"
Mason Appleton,25,"RW, C",ENTRY-LEVEL CONTRACT,RFA,0.99,"July 13, 2017"
