name,cap_hit_percentage_at_signing,signing_date,age_at_signing,is_ufa,expires_as_ufa,is_center,is_winger,is_defenseman,prev_1_goals,prev_2_goals,prev_3_goals,prev_1_assists,prev_2_assists,prev_3_assists,prev_1_xgf,prev_2_xgf,prev_3_xgf,prev_1_corsi,prev_2_corsi,prev_3_corsi,prev_1_sh,prev_2_sh,prev_3_sh
Justin Faulk,0.07980000000000001,2019-09-24,28.0,1,1,0,0,1,11.0,8.0,17.0,23.0,23.0,20.0,0.57,0.58,0.58,0.56,0.6,0.57,0.0507,0.0507,0.0507
Justin Faulk,0.07519999999999999,2014-03-24,22.0,0,1,0,0,1,5.0,5.0,8.0,27.0,10.0,14.0,0.46,0.48,0.51,0.51,0.48,0.5,0.0329,0.0329,0.0329
Justin Holl,0.0245,2019-12-31,28.0,1,1,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.43,0.57,0.0,0.52,0.57,0.0,0.0,0.0,0.0
Justin Holl,0.0085,2018-07-03,27.0,0,1,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,0.0,0.0,1.0,1.0,1.0
Justin Holl,0.0087,2017-07-04,26.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Schultz,0.049100000000000005,2020-10-09,30.0,1,1,0,0,1,3.0,2.0,4.0,9.0,13.0,23.0,0.55,0.55,0.56,0.55,0.5,0.54,0.0349,0.0349,0.0349
Justin Schultz,0.0733,2017-07-01,27.0,0,1,0,0,1,12.0,4.0,6.0,39.0,14.0,25.0,0.61,0.5,0.52,0.56,0.51,0.55,0.0774,0.0774,0.0774
Justin Schultz,0.0192,2016-07-13,26.0,0,0,0,0,1,4.0,6.0,11.0,14.0,25.0,22.0,0.5,0.52,0.49,0.51,0.55,0.48,0.0488,0.0488,0.0488
Justin Schultz,0.0546,2015-07-15,25.0,0,0,0,0,1,6.0,11.0,8.0,25.0,22.0,19.0,0.52,0.49,0.5,0.55,0.48,0.49,0.0492,0.0492,0.0492
Justin Schultz,0.0533,2014-09-07,24.0,0,0,0,0,1,11.0,8.0,0.0,22.0,19.0,0.0,0.49,0.5,0.0,0.48,0.49,0.0,0.0991,0.0991,0.0991
Juuso Riikola,0.0141,2020-09-05,27.0,0,1,0,0,1,1.0,2.0,0.0,6.0,3.0,0.0,0.57,0.53,0.0,0.56,0.48,0.0,0.027,0.027,0.027
Juuso Riikola,0.010700000000000001,2019-05-30,25.0,0,0,0,0,1,2.0,0.0,0.0,3.0,0.0,0.0,0.53,0.0,0.0,0.48,0.0,0.0,0.0465,0.0465,0.0465
Jérémy Lauzon,0.0104,2020-02-14,23.0,0,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.45,0.47,0.0,0.43,0.45,0.0,0.05,0.05,0.05
Karson Kuhlman,0.0089,2020-10-20,25.0,0,0,1,1,0,1.0,3.0,0.0,5.0,2.0,0.0,0.55,0.48,0.0,0.52,0.52,0.0,0.0222,0.0222,0.0222
Kasperi Kapanen,0.0393,2019-06-28,23.0,0,0,0,1,0,20.0,7.0,1.0,24.0,2.0,0.0,0.51,0.48,0.4,0.51,0.48,0.45,0.1143,0.1143,0.1143
Keegan Kolesar,0.0089,2020-10-19,24.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
Keith Yandle,0.087,2016-06-23,30.0,1,1,0,0,1,5.0,6.0,8.0,42.0,46.0,45.0,0.52,0.55,0.54,0.55,0.57,0.58,0.0312,0.0312,0.0312
Keith Yandle,0.0816,2011-07-05,25.0,0,1,0,0,1,11.0,12.0,4.0,48.0,29.0,25.0,0.55,0.59,0.58,0.55,0.58,0.54,0.0553,0.0553,0.0553
Kevan Miller,0.015300000000000001,2020-10-09,33.0,1,1,0,0,1,0.0,0.0,1.0,0.0,7.0,15.0,0.0,0.45,0.5,0.0,0.46,0.48,0.0,0.0,0.0
Kevan Miller,0.035,2016-05-24,28.0,1,1,0,0,1,5.0,2.0,1.0,13.0,5.0,5.0,0.46,0.45,0.45,0.45,0.44,0.46,0.0725,0.0725,0.0725
Kevan Miller,0.0124,2014-01-22,26.0,0,1,0,0,1,1.0,0.0,0.0,5.0,0.0,0.0,0.45,0.0,0.0,0.46,0.0,0.0,0.0244,0.0244,0.0244
Kevan Miller,0.0086,2013-07-18,26.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Connauton,0.0101,2021-06-01,31.0,1,1,0,0,1,0.0,0.0,1.0,1.0,0.0,7.0,0.47,0.46,0.42,0.47,0.5,0.43,0.0,0.0,0.0
Kevin Connauton,0.0086,2021-01-13,31.0,1,1,0,0,1,0.0,0.0,1.0,1.0,0.0,7.0,0.47,0.46,0.42,0.47,0.5,0.43,0.0,0.0,0.0
Kevin Connauton,0.0173,2018-06-27,29.0,1,1,0,0,1,11.0,0.0,5.0,10.0,1.0,12.0,0.4,0.39,0.47,0.45,0.43,0.49,0.1078,0.1078,0.1078
Kevin Connauton,0.0137,2016-07-01,27.0,0,1,0,0,1,5.0,9.0,1.0,12.0,12.0,7.0,0.47,0.5,0.47,0.49,0.52,0.51,0.0459,0.0459,0.0459
Kevin Connauton,0.0106,2013-06-13,23.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Fiala,0.0368,2019-09-11,23.0,0,0,0,1,0,13.0,23.0,11.0,25.0,25.0,5.0,0.53,0.61,0.6,0.57,0.6,0.57,0.0747,0.0747,0.0747
Kevin Hayes,0.0898,2019-06-18,28.0,1,1,1,0,0,19.0,25.0,17.0,36.0,19.0,32.0,0.57,0.45,0.49,0.52,0.44,0.45,0.1218,0.1218,0.1218
Kevin Hayes,0.06509999999999999,2018-07-30,27.0,0,1,1,0,0,25.0,17.0,14.0,19.0,32.0,22.0,0.45,0.49,0.5,0.44,0.45,0.53,0.1453,0.1453,0.1453
Kevin Hayes,0.0356,2016-07-22,25.0,0,0,1,0,0,14.0,17.0,0.0,22.0,28.0,0.0,0.5,0.55,0.0,0.53,0.52,0.0,0.1053,0.1053,0.1053
Kevin Labanc,0.057999999999999996,2020-10-10,25.0,0,1,0,1,0,14.0,17.0,11.0,19.0,39.0,29.0,0.55,0.6,0.59,0.6,0.62,0.6,0.0795,0.0795,0.0795
Kevin Labanc,0.0123,2019-07-08,24.0,0,0,0,1,0,17.0,11.0,8.0,39.0,29.0,11.0,0.6,0.59,0.54,0.62,0.6,0.52,0.1308,0.1308,0.1308
Kevin Rooney,0.0092,2020-10-09,28.0,1,1,1,1,0,4.0,6.0,0.0,4.0,4.0,0.0,0.39,0.45,0.73,0.38,0.39,0.65,0.0678,0.0678,0.0678
Kevin Rooney,0.0088,2018-08-13,26.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.29,0.0,0.65,0.41,0.0,0.0,0.0,0.0
Kevin Rooney,0.0087,2017-07-26,25.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
Kevin Shattenkirk,0.0479,2020-10-09,32.0,1,1,0,0,1,8.0,2.0,5.0,25.0,25.0,18.0,0.58,0.54,0.54,0.55,0.54,0.54,0.0611,0.0611,0.0611
Kevin Shattenkirk,0.0215,2019-08-05,31.0,1,1,0,0,1,2.0,5.0,13.0,25.0,18.0,41.0,0.54,0.54,0.57,0.54,0.54,0.58,0.0135,0.0135,0.0135
Kevin Shattenkirk,0.08869999999999999,2017-07-01,29.0,1,1,0,0,1,13.0,14.0,8.0,41.0,30.0,36.0,0.57,0.5,0.61,0.58,0.53,0.58,0.0828,0.0828,0.0828
Kevin Shattenkirk,0.0661,2013-06-26,25.0,0,1,0,0,1,5.0,9.0,9.0,18.0,34.0,34.0,0.55,0.6,0.58,0.57,0.57,0.56,0.0595,0.0595,0.0595
Kevin Stenlund,0.010700000000000001,2020-10-28,24.0,0,0,1,1,0,6.0,0.0,0.0,4.0,0.0,0.0,0.53,0.72,0.0,0.53,0.49,0.0,0.1053,0.1053,0.1053
Kiefer Sherwood,0.0092,2020-10-09,26.0,0,0,1,1,0,0.0,6.0,0.0,1.0,6.0,0.0,0.29,0.43,0.0,0.39,0.45,0.0,0.0,0.0,0.0
Kole Sherwood,0.009000000000000001,2020-10-02,24.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.55,0.0,0.61,0.42,0.0,0.0,0.0,0.0
Kris Letang,0.1128,2013-07-01,27.0,1,1,0,0,1,5.0,10.0,8.0,33.0,32.0,42.0,0.62,0.61,0.58,0.58,0.6,0.59,0.0526,0.0526,0.0526
Kris Russell,0.015300000000000001,2020-10-21,34.0,1,1,0,0,1,0.0,3.0,4.0,9.0,13.0,17.0,0.39,0.43,0.44,0.38,0.42,0.46,0.0,0.0,0.0
Kris Russell,0.0533,2017-06-23,31.0,1,1,0,0,1,1.0,4.0,4.0,12.0,15.0,30.0,0.42,0.49,0.49,0.42,0.45,0.45,0.0149,0.0149,0.0149
Kris Russell,0.0425,2016-10-07,30.0,1,1,0,0,1,4.0,4.0,7.0,15.0,30.0,22.0,0.49,0.49,0.54,0.45,0.45,0.49,0.0571,0.0571,0.0571
Kris Russell,0.0404,2014-03-02,27.0,1,1,0,0,1,7.0,1.0,6.0,22.0,6.0,6.0,0.54,0.5,0.6,0.49,0.5,0.55,0.0642,0.0642,0.0642
Kris Russell,0.0233,2013-07-05,27.0,0,1,0,0,1,1.0,6.0,5.0,6.0,6.0,18.0,0.5,0.6,0.56,0.5,0.55,0.57,0.0244,0.0244,0.0244
Kurtis Gabriel,0.0086,2020-11-02,28.0,1,1,0,1,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.34,0.0,0.0,0.37,0.0,0.0,0.0,0.0
Kurtis Gabriel,0.0086,2019-07-01,27.0,0,1,0,1,0,2.0,0.0,0.0,2.0,0.0,1.0,0.34,0.0,0.41,0.37,0.0,0.33,0.2857,0.2857,0.2857
Kurtis Gabriel,0.008199999999999999,2018-07-01,26.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41,0.32,0.0,0.33,0.32,0.0,0.0,0.0
Kurtis Gabriel,0.0095,2017-07-07,25.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.41,0.32,0.0,0.33,0.32,0.0,0.0,0.0,0.0
Kurtis MacDermid,0.010700000000000001,2020-04-10,26.0,0,1,0,0,1,3.0,0.0,1.0,4.0,1.0,3.0,0.44,0.5,0.4,0.48,0.5,0.44,0.0588,0.0588,0.0588
Kurtis MacDermid,0.0085,2018-07-15,25.0,0,0,0,0,1,1.0,0.0,0.0,3.0,0.0,0.0,0.4,0.0,0.0,0.44,0.0,0.0,0.0526,0.0526,0.0526
Kurtis MacDermid,0.0087,2017-07-14,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Burroughs,0.0086,2020-10-30,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Burroughs,0.0085,2018-07-16,23.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Clifford,0.0123,2020-10-11,30.0,1,1,0,1,0,7.0,11.0,6.0,10.0,10.0,4.0,0.53,0.53,0.5,0.54,0.52,0.52,0.0636,0.0636,0.0636
Kyle Clifford,0.0232,2015-02-25,24.0,0,1,0,1,0,6.0,3.0,7.0,9.0,5.0,7.0,0.52,0.49,0.54,0.54,0.53,0.54,0.0513,0.0513,0.0513
Kyle Clifford,0.0167,2013-08-02,23.0,0,0,0,1,0,7.0,5.0,7.0,7.0,7.0,7.0,0.54,0.47,0.48,0.54,0.51,0.48,0.125,0.125,0.125
Kyle Connor,0.0876,2019-09-28,23.0,0,1,0,1,0,34.0,31.0,2.0,32.0,26.0,3.0,0.55,0.61,0.53,0.55,0.55,0.51,0.1498,0.1498,0.1498
Kyle Okposo,0.08220000000000001,2016-07-01,29.0,1,1,0,1,0,22.0,18.0,27.0,42.0,33.0,42.0,0.59,0.64,0.59,0.57,0.61,0.58,0.1089,0.1089,0.1089
Kyle Okposo,0.0471,2011-05-26,23.0,0,1,0,1,0,5.0,18.0,18.0,15.0,33.0,21.0,0.59,0.58,0.55,0.57,0.56,0.53,0.0694,0.0694,0.0694
Kyle Palmieri,0.0637,2016-07-07,26.0,0,1,0,1,0,30.0,14.0,14.0,27.0,15.0,17.0,0.52,0.56,0.54,0.51,0.56,0.53,0.1351,0.1351,0.1351
Kyle Palmieri,0.022799999999999997,2013-07-26,23.0,0,0,0,1,0,10.0,4.0,1.0,11.0,3.0,0.0,0.53,0.54,0.32,0.54,0.52,0.39,0.1087,0.1087,0.1087
Kyle Rau,0.0086,2020-10-08,28.0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.66,0.43,0.0,0.65,0.47,0.0,0.0,0.0
Kyle Rau,0.0088,2018-06-27,26.0,0,1,1,1,0,0.0,2.0,0.0,1.0,1.0,0.0,0.43,0.44,0.6,0.47,0.48,0.55,0.0,0.0,0.0
Kyle Rau,0.009300000000000001,2017-07-01,25.0,0,0,1,1,0,2.0,0.0,0.0,1.0,0.0,0.0,0.44,0.6,0.0,0.48,0.55,0.0,0.1,0.1,0.1
Kyle Turris,0.0202,2020-10-09,31.0,1,1,1,0,0,9.0,7.0,16.0,22.0,16.0,35.0,0.51,0.52,0.59,0.54,0.55,0.58,0.1023,0.1023,0.1023
Kyle Turris,0.08,2017-11-05,28.0,1,1,1,0,0,27.0,13.0,24.0,28.0,17.0,40.0,0.55,0.54,0.57,0.53,0.56,0.56,0.1459,0.1459,0.1459
Kyle Turris,0.0583,2012-08-29,23.0,0,1,1,0,0,12.0,11.0,0.0,17.0,14.0,0.0,0.56,0.53,0.0,0.57,0.56,0.0,0.0845,0.0845,0.0845
Kyle Turris,0.0218,2011-11-22,22.0,0,0,1,0,0,11.0,0.0,8.0,14.0,0.0,12.0,0.53,0.0,0.57,0.56,0.0,0.51,0.0948,0.0948,0.0948
Lane Pederson,0.009000000000000001,2020-08-15,23.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lars Eller,0.0467,2018-02-10,29.0,1,1,1,0,0,18.0,12.0,13.0,20.0,13.0,13.0,0.46,0.45,0.48,0.47,0.48,0.52,0.1118,0.1118,0.1118
Lars Eller,0.0507,2014-07-24,26.0,0,1,1,0,0,12.0,8.0,16.0,14.0,22.0,12.0,0.51,0.49,0.44,0.48,0.48,0.46,0.087,0.087,0.087
Lars Eller,0.0192,2012-07-07,24.0,0,0,1,0,0,16.0,7.0,2.0,12.0,10.0,0.0,0.44,0.46,0.54,0.46,0.51,0.6,0.124,0.124,0.124
Laurent Dauphin,0.0086,2020-04-03,25.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.44,0.0,0.43,0.48,0.0,0.0,0.0
Laurent Dauphin,0.0088,2019-02-27,24.0,0,0,1,1,0,0.0,0.0,2.0,0.0,0.0,1.0,0.63,0.44,0.38,0.43,0.48,0.39,0.0,0.0,0.0
Laurent Dauphin,0.009899999999999999,2018-07-14,24.0,0,0,1,1,0,0.0,2.0,1.0,0.0,1.0,0.0,0.44,0.38,0.4,0.48,0.39,0.44,0.0,0.0,0.0
Lawson Crouse,0.018799999999999997,2019-07-02,22.0,0,0,0,1,0,11.0,1.0,5.0,14.0,0.0,7.0,0.46,0.4,0.34,0.43,0.47,0.4,0.084,0.084,0.084
Leo Komarov,0.0377,2018-07-01,32.0,1,1,1,1,0,7.0,14.0,19.0,12.0,18.0,17.0,0.45,0.51,0.56,0.41,0.49,0.57,0.0614,0.0614,0.0614
Leo Komarov,0.042800000000000005,2014-07-01,28.0,0,1,1,1,0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.42,0.0,0.0,0.42,0.0,0.0,0.0,0.0
Leon Draisaitl,0.1133,2017-08-16,22.0,0,1,1,1,0,29.0,19.0,2.0,48.0,32.0,7.0,0.6,0.56,0.53,0.57,0.57,0.57,0.1706,0.1706,0.1706
Logan Couture,0.10060000000000001,2018-07-01,30.0,1,1,1,1,0,34.0,25.0,15.0,27.0,26.0,21.0,0.54,0.56,0.64,0.56,0.55,0.61,0.1667,0.1667,0.1667
Logan Couture,0.0933,2013-06-18,25.0,0,1,1,1,0,21.0,31.0,32.0,16.0,34.0,24.0,0.63,0.6,0.62,0.58,0.59,0.59,0.1391,0.1391,0.1391
Logan Couture,0.0447,2011-08-30,23.0,0,0,1,1,0,32.0,5.0,0.0,24.0,4.0,0.0,0.62,0.57,0.0,0.59,0.53,0.0,0.1265,0.1265,0.1265
Logan O'Connor,0.0089,2020-09-18,24.0,0,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.58,0.0,0.53,0.54,0.0,0.1333,0.1333,0.1333
Louis Belpedio,0.0086,2020-10-23,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Belpedio,0.0086,2019-09-03,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Wallmark,0.011699999999999999,2020-10-12,25.0,0,0,1,0,0,12.0,10.0,1.0,13.0,18.0,0.0,0.53,0.59,0.56,0.5,0.54,0.52,0.1429,0.1429,0.1429
Lucas Wallmark,0.0085,2018-07-12,23.0,0,0,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.56,0.55,0.0,0.52,0.49,0.0,0.0625,0.0625,0.0625
Lukas Vejdemo,0.0086,2020-09-04,25.0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.54,0.0,0.0,0.1429,0.1429,0.1429
Luke Glendening,0.024700000000000003,2016-07-14,28.0,1,1,1,1,0,8.0,12.0,1.0,13.0,6.0,6.0,0.39,0.31,0.35,0.35,0.34,0.37,0.0909,0.0909,0.0909
Luke Glendening,0.0098,2014-04-05,25.0,0,1,1,1,0,1.0,0.0,0.0,6.0,0.0,0.0,0.35,0.0,0.0,0.37,0.0,0.0,0.0185,0.0185,0.0185
Luke Johnson,0.0086,2019-07-01,25.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0
Luke Kunin,0.0282,2021-01-06,23.0,0,0,1,1,0,10.0,15.0,6.0,9.0,16.0,11.0,0.48,0.43,0.46,0.47,0.43,0.45,0.1408,0.1408,0.1408
Luke Schenn,0.0098,2020-10-29,31.0,1,1,0,0,1,1.0,0.0,1.0,2.0,2.0,6.0,0.38,0.34,0.36,0.44,0.42,0.42,0.0323,0.0323,0.0323
Luke Schenn,0.0086,2019-07-01,30.0,1,1,0,0,1,0.0,1.0,1.0,2.0,6.0,7.0,0.34,0.36,0.37,0.42,0.42,0.4,0.0,0.0,0.0
Luke Schenn,0.0101,2018-07-01,29.0,1,1,0,0,1,1.0,1.0,4.0,6.0,7.0,12.0,0.36,0.37,0.41,0.42,0.4,0.46,0.0169,0.0169,0.0169
Luke Schenn,0.0171,2016-07-23,27.0,1,1,0,0,1,4.0,3.0,4.0,12.0,11.0,8.0,0.41,0.41,0.42,0.46,0.45,0.44,0.0526,0.0526,0.0526
Luke Schenn,0.055999999999999994,2011-09-15,22.0,0,1,0,0,1,5.0,5.0,2.0,17.0,12.0,12.0,0.43,0.44,0.37,0.45,0.48,0.43,0.0391,0.0391,0.0391
MacKenzie Weegar,0.039900000000000005,2020-11-06,27.0,0,1,0,0,1,7.0,4.0,2.0,11.0,11.0,6.0,0.5,0.49,0.54,0.49,0.5,0.52,0.0909,0.0909,0.0909
MacKenzie Weegar,0.0196,2019-07-22,26.0,0,0,0,0,1,4.0,2.0,0.0,11.0,6.0,0.0,0.49,0.54,0.57,0.5,0.52,0.56,0.0506,0.0506,0.0506
MacKenzie Weegar,0.0113,2018-07-25,25.0,0,0,0,0,1,2.0,0.0,0.0,6.0,0.0,0.0,0.54,0.57,0.0,0.52,0.56,0.0,0.0345,0.0345,0.0345
MacKenzie Weegar,0.009000000000000001,2017-08-03,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0
Mackenzie MacEachern,0.011000000000000001,2020-04-17,26.0,0,1,0,1,0,7.0,3.0,0.0,3.0,2.0,0.0,0.5,0.55,0.0,0.52,0.49,0.0,0.1129,0.1129,0.1129
Mackenzie MacEachern,0.009399999999999999,2019-02-09,25.0,0,0,0,1,0,3.0,0.0,0.0,2.0,0.0,0.0,0.55,0.0,0.0,0.49,0.0,0.0,0.0909,0.0909,0.0909
Mackenzie MacEachern,0.008199999999999999,2018-07-03,25.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Michaelis,0.0086,2020-03-19,24.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Staal,0.08259999999999999,2015-01-18,28.0,1,1,0,0,1,5.0,3.0,2.0,15.0,11.0,9.0,0.45,0.46,0.51,0.44,0.51,0.48,0.0515,0.0515,0.0515
Marc-Édouard Vlasic,0.0933,2017-07-01,31.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc-Édouard Vlasic,0.0708,2012-07-11,26.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Scandella,0.04019999999999999,2020-04-16,30.0,1,1,0,0,1,5.0,6.0,5.0,8.0,7.0,17.0,0.47,0.37,0.42,0.47,0.43,0.45,0.0667,0.0667,0.0667
Marco Scandella,0.057999999999999996,2014-11-29,25.0,0,1,0,0,1,3.0,1.0,3.0,14.0,0.0,9.0,0.46,0.52,0.44,0.46,0.44,0.43,0.0375,0.0375,0.0375
Marco Scandella,0.0159,2013-06-17,24.0,0,0,0,0,1,1.0,3.0,0.0,0.0,9.0,2.0,0.52,0.44,0.41,0.44,0.43,0.47,0.1429,0.1429,0.1429
Marcus Foligno,0.038,2021-01-12,29.0,1,1,0,1,0,11.0,11.0,7.0,15.0,13.0,11.0,0.49,0.47,0.5,0.43,0.46,0.46,0.275,0.275,0.275
Marcus Foligno,0.0383,2017-09-14,26.0,0,1,0,1,0,13.0,10.0,8.0,10.0,13.0,12.0,0.45,0.48,0.4,0.45,0.46,0.38,0.134,0.134,0.134
Marcus Foligno,0.0308,2016-07-14,25.0,0,0,0,1,0,10.0,8.0,7.0,13.0,12.0,12.0,0.48,0.4,0.42,0.46,0.38,0.44,0.1235,0.1235,0.1235
Marcus Foligno,0.027200000000000002,2014-07-01,23.0,0,0,0,1,0,7.0,5.0,6.0,12.0,13.0,7.0,0.42,0.53,0.5,0.44,0.55,0.52,0.0886,0.0886,0.0886
Marcus Johansson,0.0552,2019-07-06,29.0,1,1,1,1,0,13.0,5.0,24.0,17.0,9.0,33.0,0.53,0.51,0.59,0.54,0.54,0.6,0.113,0.113,0.113
Marcus Johansson,0.06280000000000001,2016-07-20,26.0,0,1,1,1,0,17.0,20.0,8.0,29.0,27.0,36.0,0.61,0.62,0.54,0.58,0.61,0.55,0.1288,0.1288,0.1288
Marcus Johansson,0.0525,2015-07-31,25.0,0,0,1,1,0,20.0,8.0,6.0,27.0,36.0,16.0,0.62,0.54,0.52,0.61,0.55,0.5,0.1449,0.1449,0.1449
Marcus Johansson,0.0311,2013-09-08,23.0,0,0,1,1,0,6.0,14.0,13.0,16.0,32.0,14.0,0.52,0.49,0.5,0.5,0.5,0.48,0.15,0.15,0.15
Marcus Pettersson,0.049400000000000006,2020-01-28,24.0,0,1,0,0,1,2.0,2.0,1.0,20.0,23.0,3.0,0.52,0.51,0.51,0.51,0.5,0.46,0.0253,0.0253,0.0253
Marcus Pettersson,0.010700000000000001,2019-09-12,24.0,0,0,0,0,1,2.0,1.0,0.0,23.0,3.0,0.0,0.51,0.51,0.0,0.5,0.46,0.0,0.023,0.023,0.023
Marcus Sörensen,0.0189,2019-01-14,27.0,1,1,0,1,0,17.0,5.0,1.0,13.0,2.0,3.0,0.5,0.45,0.52,0.51,0.45,0.49,0.17,0.17,0.17
Marcus Sörensen,0.009300000000000001,2017-07-18,26.0,0,1,0,1,0,1.0,0.0,0.0,3.0,0.0,0.0,0.52,0.0,0.0,0.49,0.0,0.0,0.037,0.037,0.037
Mark Friedman,0.0089,2020-07-13,25.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.51,0.0,0.39,0.52,0.0,0.0,0.0,0.0
Mark Giordano,0.0925,2015-08-25,32.0,1,1,0,0,1,11.0,14.0,4.0,37.0,33.0,11.0,0.54,0.53,0.47,0.52,0.54,0.47,0.0701,0.0701,0.0701
Mark Jankowski,0.0086,2020-10-09,26.0,0,0,1,1,0,5.0,14.0,17.0,2.0,18.0,8.0,0.4,0.48,0.52,0.41,0.47,0.52,0.1316,0.1316,0.1316
Mark Jankowski,0.021099999999999997,2018-07-25,24.0,0,0,1,1,0,17.0,0.0,0.0,8.0,0.0,0.0,0.52,0.38,0.0,0.52,0.47,0.0,0.1441,0.1441,0.1441
Mark Pysyk,0.0092,2020-10-10,29.0,1,1,0,1,1,9.0,1.0,3.0,8.0,10.0,13.0,0.45,0.44,0.42,0.44,0.44,0.44,0.1429,0.1429,0.1429
Mark Pysyk,0.0364,2017-07-06,26.0,0,1,0,1,1,4.0,1.0,2.0,13.0,10.0,1.0,0.4,0.54,0.42,0.44,0.52,0.37,0.0482,0.0482,0.0482
Mark Pysyk,0.0154,2015-07-14,24.0,0,0,0,1,1,2.0,1.0,1.0,1.0,6.0,4.0,0.42,0.42,0.41,0.37,0.43,0.46,0.5,0.5,0.5
Mark Scheifele,0.0839,2016-07-08,24.0,0,1,1,0,0,29.0,15.0,13.0,32.0,34.0,21.0,0.59,0.6,0.55,0.58,0.56,0.54,0.1495,0.1495,0.1495
Mark Stone,0.1195,2019-03-08,27.0,1,1,0,1,0,33.0,20.0,22.0,39.0,42.0,32.0,0.6,0.54,0.63,0.55,0.55,0.6,0.1667,0.1667,0.1667
Mark Stone,0.0925,2018-08-03,27.0,0,1,0,1,0,20.0,22.0,23.0,42.0,32.0,38.0,0.54,0.63,0.56,0.55,0.6,0.56,0.1515,0.1515,0.1515
Mark Stone,0.049,2015-06-25,24.0,0,0,0,1,0,26.0,4.0,0.0,38.0,4.0,0.0,0.56,0.65,0.5,0.54,0.62,0.56,0.1656,0.1656,0.1656
Marko Dano,0.0086,2020-11-05,26.0,0,0,1,1,0,0.0,0.0,2.0,0.0,0.0,1.0,0.62,0.37,0.52,0.49,0.48,0.51,0.0,0.0,0.0
Marko Dano,0.0098,2019-08-08,25.0,0,0,1,1,0,0.0,2.0,4.0,0.0,1.0,7.0,0.37,0.52,0.6,0.48,0.51,0.52,0.0,0.0,0.0
